table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,danish_genus_name,danish_family_name,danish_species_epithet,copyright
865,floradanica_0865.tif,Potentilla argentea L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Rosaceae,Potentilla argentea L.,Potentil,Rosenfamilien,Sølv-,free
866,floradanica_0866.tif,Euphorbia palustris L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Euphorbiaceae,Euphorbia palustris L.,Vortemælk,Vortemælkfamilien,Strand-,free
867,floradanica_0867.tif,Papaver Argemone L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Papaveraceae,Papaver argemone L.,Valmue,Valmuefamilien,Kølle-,free
868,floradanica_0868.tif,Rosa fluvialis Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Rosaceae,Rosa sp.,Rose,Rosenfamilien,,free
869,floradanica_0869.tif,Senecio silvaticus L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Asteraceae,Senecio sylvaticus L.,Brandbæger,Kurvblomstfamilien,Skov-,free
870,floradanica_0870.tif,Rosa suavifolia Lightf.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Rosaceae,Rosa rubiginosa L.,Rose,Rosenfamilien,Almindelig Æble-,free
871,floradanica_0871.tif,Tanacetum vulgare L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Asteraceae,Tanacetum vulgare L.,Rejnfan,Kurvblomstfamilien,,free
872,floradanica_0872.tif,Hieracium sabaudum Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Asteraceae,Hieracium umbellatum L.,Høgeurt,Kurvblomstfamilien,Smalbladet,free
873,floradanica_0873.tif,Oxalis corniculata Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Oxalidaceae,Oxalis dillenii Jacq.,Surkløver,Surkløverfamilien,Stiv,free
874,floradanica_0874.tif,Erigeron Droebachiense Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Asteraceae,Erigeron acer L. ssp. droebachiensis (O. F. Mueller) Arcangeli,Bakkestjerne,Kurvblomstfamilien,Glat,free
875,floradanica_0875.tif,Eryngium maritimum L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Apiaceae,Eryngium maritimum L.,Mandstro,Skærmblomstfamilien,Strand-,free
876,floradanica_0876.tif,Orchis cruenta Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Orchidaceae,Dactylorhiza incarnata (L.) Soó ssp. cruenta (O. F. Müller) P. D. Sell,Gøgeurt,Gøgeurtfamilien,Blodplettet,free
877,floradanica_0877.tif,Ophrys paludosa Müll.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Orchidaceae,Liparis loeselii (L.) L. C. M. Richard,Mygblomst,Gøgeurtfamilien,,free
878,floradanica_0878.tif,Hydrocharis Morsus ranae L.,1782,O. F. Müller,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,Hydrocharitaceae,Hydrocharis morsus-ranae L.,Frøbid,Frøbidfamilien,,free
879,floradanica_0879.tif,Lichen terminalis Müll. / Lichen confinis Müll.,1782,O. F. Müller,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Verrucaria maura Ach.,,,,free
880,floradanica_0880.tif,Bryum argenteum L. / Bryum tortuosum L.,1782,O. F. Müller,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Barbula tortuosa (L.) Web. et Mohr.}Numeri figurarum commutati.,,,,free
881,floradanica_0881.tif,Conferva rivularis Müll.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Vaucheria sp. (part.).,,,,free
882,floradanica_0882.tif,Conferva flexuosa Müll.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Cladophora flexuosa (Müll.) Harv.?,,,,free
883,floradanica_0883.tif,Conferva jugalis Müll.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Spirogyra maxima (Hass.) Wittr.,,,,free
884,floradanica_0884.tif,Tremella atra Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Exidia glandulosa Fr.,,,,free
885,floradanica_0885.tif,Tremella Nostoc L. / Tremella intestinalis Müll. / Tremella Sagarum Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Nostoc commune Vauch.?,,,,free
886,floradanica_0886.tif,Fucus viridis Müll.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Dichloria viridis Grev.,,,,free
887,floradanica_0887.tif,Fucus scorpioides Oed.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Gracilaria confervoides Grev.,,,,free
888,floradanica_0888.tif,Jungermannia fol. imbric. etc. Müll. / Jungermannia bicornis Müll.,1782,O. F. Müller,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Lophocolea minor N. E. (?) sterilis.,,,,free
889,floradanica_0889.tif,Ulva Linza Müll.,1782,O. F. Müller,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Enteromorpha Linza (L.) J. Ag.,,,,free
890,floradanica_0890.tif,Agaricus auratus Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Agaricus (Hypholoma) sublateritius Schäff.,,,,free
891,floradanica_0891.tif,Agaricus fimbriatus Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Agaricus (Pleurotus) spodoleucus Fr.,,,,free
892,floradanica_0892.tif,Agaricus nigricans Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Agaricus (Pleurotus) ostreatus Jacq.,,,,free
893,floradanica_0893.tif,Boletus Favus L. ?,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Polyporus squamosus (Huds.) Fr. var.,,,,free
894,floradanica_0894.tif,Boletus resupinus Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Polyporus lucidus Fr. var.,,,,free
895,floradanica_0895.tif,Lycoperdon Carpobolus L.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Sphaerobolus stellatus Tod.,,,,free
896,floradanica_0896.tif,Byssus aquatica Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Saprolegnia sp.,,,,free
897,floradanica_0897.tif,Byssus scoparia Müll. / Byssus conoidea Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Penicillium glaucum Link.,,,,free
898,floradanica_0898.tif,Riccia glauca Müll. / Riccia arachnoidea Müll. / Riccia fruticulosa Müll.,1782,O. F. Müller,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Riccia bifurca Hoffm. (ster.)?,,,,free
899,floradanica_0899.tif,Byssus Jolithus L. / Byssus candelaris Müll. / Byssus botryoides Müll.,1782,O. F. Müller,Ukendt,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Trentepohlia Jolithus (L.) Wittr.(?),,,,free
900,floradanica_0900.tif,Sphaeria digitata Müll.,1782,O. F. Müller,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 15,,Xylaria polymorpha (Pers.) Schrank.,,,,free
901,floradanica_0901.tif,Leontodon hirtum Müll.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Hypochoeris maculata L.,Kongepen,Kurvblomstfamilien,Plettet,free
902,floradanica_0902.tif,Papaver dubium L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Papaveraceae,Papaver dubium L. ssp. dubium,Valmue,Valmuefamilien,Almindelig Gærde-,free
903,floradanica_0903.tif,Veronica Anagallis L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Scrophulariaceae,Veronica anagallis-aquatica L.,Ærenpris,Maskeblomstfamilien,Lancetbladet,free
904,floradanica_0904.tif,Berberis vulgaris L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Berberidaceae,Berberis vulgaris L.,Berberis,Berberisfamilien,Almindelig,free
905,floradanica_0905.tif,Malva moschata L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Malvaceae,Malva moschata L.,Katost,Katostfamilien,Moskus-,free
906,floradanica_0906.tif,Tragopogon partense L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Tragopogon pratensis L. ssp. pratensis,Gedeskæg,Kurvblomstfamilien,Eng-,free
907,floradanica_0907.tif,Cichorium Intybus L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Cichorium intybus L.,Cikorie,Kurvblomstfamilien,,free
908,floradanica_0908.tif,Lonicera Periclymenum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Caprifoliaceae,Lonicera periclymenum L.,Gedeblad,Gedebladfamilien,Almindelig,free
909,floradanica_0909.tif,Onopordon Acanthium L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Onopordum acanthium L.,Æselfoder,Kurvblomstfamilien,,free
910,floradanica_0910.tif,Brunella (Prunella) vulgaris L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Lamiaceae,Prunella vulgaris L.,Brunelle,Læbeblomstfamilien,Almindelig,free
911,floradanica_0911.tif,Melampyrum arvense L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Scrophulariaceae,Melampyrum arvense L.,Kohvede,Maskeblomstfamilien,Ager-,free
912,floradanica_0912.tif,Ornithogalum nutans L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Liliaceae,Ornithogalum nutans L.,Fuglemælk,Liljefamilien,Nikkende,free
913,floradanica_0913.tif,Antirrhinum spurium L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Scrophulariaceae,Kickxia spuria (L.) Dumort.,Torskemund,Maskeblomstfamilien,Rundbladet,free
914,floradanica_0914.tif,Cucubalus Behen L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Caryophyllaceae,Silene vulgaris (Moench) Garcke var. vulgaris,Blæresmælde,Nellikefamilien,,free
915,floradanica_0915.tif,Phleum arenarium L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Poaceae,Phleum arenarium L.,Rottehale,Græsfamilien,Sand-,free
916,floradanica_0916.tif,Triticum junceum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Poaceae,Elytrigia junceiforme Á. & D. Löve,Kvik,Græsfamilien,Strand-,free
917,floradanica_0917.tif,Arundo arenaria L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Poaceae,Ammophila arenaria (L.) Link,Hjælme,Græsfamilien,Sand-,free
918,floradanica_0918.tif,Chaerophyllum temulum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Apiaceae,Chaerophyllum temulum L.,Hulsvøb,Skærmblomstfamilien,Almindelig,free
919,floradanica_0919.tif,Caucalis Anthriscus (L.) Scop.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Apiaceae,Torilis japonica (Houtt.) DC.,Randfrø,Skærmblomstfamilien,Hvas,free
920,floradanica_0920.tif,Poa aquatica L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Poaceae,Glyceria maxima (Hartmann) Holmberg,Sødgræs,Græsfamilien,Høj,free
921,floradanica_0921.tif,Hesperis inodora L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Brassicaceae,Hesperis matronalis L.,Aftenstjerne,Korsblomstfamilien,Vellugtende,free
922,floradanica_0922.tif,Epilobium montanum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Onagraceae,Epilobium montanum L.,Dueurt,Natlysfamilien,Glat,free
923,floradanica_0923.tif,Erysimum cheiranthoides L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Brassicaceae,Erysimum cheiranthoides L. ssp. cheiranthoides,Hjørneklap,Korsblomstfamilien,Gyldenlak-,free
924,floradanica_0924.tif,Hesperis inodora L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Brassicaceae,Hesperis matronalis L.,Aftenstjerne,Korsblomstfamilien,Vellugtende,free
925,floradanica_0925.tif,Ajuga reptans L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Lamiaceae,Ajuga reptans L.,Læbeløs,Læbeblomstfamilien,Krybende,free
926,floradanica_0926.tif,Prunus spinosa L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Rosaceae,Prunus spinosa L.,Slåen,Rosenfamilien,,free
927,floradanica_0927.tif,Potamogeton crispus L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Potamogetonaceae,Potamogeton crispus L.,Vandaks,Vandaksfamilien,Kruset,free
928,floradanica_0928.tif,Hieracium paludosum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Crepis paludosa (L.) Moench,Høgeskæg,Kurvblomstfamilien,Kær-,free
929,floradanica_0929.tif,Galeopsis cannabina Poll.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Lamiaceae,Galeopsis speciosa Miller,Hanekro,Læbeblomstfamilien,Hamp-,free
930,floradanica_0930.tif,Clinopodium vulgare L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Lamiaceae,Clinopodium vulgare L.,Kransbørste,Læbeblomstfamilien,,free
931,floradanica_0931.tif,Sisymbrium palustre L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Brassicaceae,Rorippa palustris (L.) Besser,Guldkarse,Korsblomstfamilien,Kær-,free
932,floradanica_0932.tif,Sparganium simplex Huds.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Sparganiaceae,Sparganium emersum Rehman,Pindsvineknop,Pindsvineknopfamilien,Enkelt,free
933,floradanica_0933.tif,Orchis maculata L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Orchidaceae,Dactylorhiza maculata (L.) Soó ssp. maculata,Gøgeurt,Gøgeurtfamilien,Plettet,free
934,floradanica_0934.tif,Trifolium Melilotus officinalis L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Fabaceae,Melilotus altissima Thuill.,Stenkløver,Ærteblomstfamilien,Høj,free
935,floradanica_0935.tif,Erysimum Alliaria L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Brassicaceae,Alliaria petiolata (Bieb.) Cavara & Grande,Løgkarse,Korsblomstfamilien,,free
936,floradanica_0936.tif,Geranium dissectum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Geraniaceae,Geranium dissectum L.,Storkenæb,Storkenæbfamilien,Kløftet,free
937,floradanica_0937.tif,Scirpus maritimus L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Cyperaceae,Bolboschoenus maritimus (L.) Palla,Kogleaks,Halvgræsfamilien,Strand-,free
938,floradanica_0938.tif,Rottboellia incurvata Vahl.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Poaceae,Parapholis strigosa (Dumort.) C. E. Hubbard,Spidshale,Græsfamilien,,free
939,floradanica_0939.tif,Thalictrum flavum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Ranunculaceae,Thalictrum flavum L.,Frøstjerne,Ranunkelfamilien,Gul,free
940,floradanica_0940.tif,Fumaria officinalis L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Fumariaceae,Fumaria officinalis L.,Jordrøg,Jordrøgfamilien,Læge-,free
941,floradanica_0941.tif,Antirrhinum Orontium L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Scrophulariaceae,Misopates orontium (L.) Rafin.,Løvemund,Maskeblomstfamilien,Ager-,free
942,floradanica_0942.tif,Hieracium praemorsum L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Crepis praemorsa (L.) Tausch,Høgeskæg,Kurvblomstfamilien,Afbidt,free
943,floradanica_0943.tif,Salix pentandra L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Salicaceae,Salix pentandra L.,Pil,Pilefamilien,Femhannet,free
944,floradanica_0944.tif,Senecio Jacobaea L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Asteraceae,Senecio jacobaea L. ssp. jacobaea,Brandbæger,Kurvblomstfamilien,Eng-,free
945,floradanica_0945.tif,Conferva pennatula Vahl.,1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Cladophora sp. cum Baccillariis.,,,,free
946,floradanica_0946.tif,Conferva fracta Vahl.,1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Cladophora fracta Kütz.,,,,free
947,floradanica_0947.tif,Conferva hirta Vahl.,1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Cladophora fracta Kütz. cum Algis parasiticis.,,,,free
948,floradanica_0948.tif,Conferva rupestris L.,1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Cladophora rupestris (L.) Kütz. (?),,,,free
949,floradanica_0949.tif,Ulva? filiformis etc.,1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Vaucheria sp. cum Rotatoriis.,,,,free
950,floradanica_0950.tif,Helvella Pineti acaulis L.,1787,M. Vahl,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Thelephora laciniata Pers. var. resupinata.,,,,free
951,floradanica_0951.tif,Conferva diaphana Lightf. (?),1787,M. Vahl,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Ceramium strictum Grev. et Harv.,,,,free
952,floradanica_0952.tif,Boletus frondosus Dicks.,1787,M. Vahl,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Polyporus frondosus Fr.,,,,free
953,floradanica_0953.tif,Boletus igniarius Vahl.,1787,M. Vahl,Svampe,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Polyporus Pinicola Fr.,,,,free
954,floradanica_0954.tif,Trichomanes tunbridgense L.,1787,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,Hymenophyllaceae,Hymenophyllum wilsonii Hook.,Hindebregne,Honningurtfamilien,,free
955,floradanica_0955.tif,Lichen aurantiacus Vahl. / Lichen leucophaeus Vahl.,1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Caloplaca cerina (Ehrh.) Th.Fr. (?),,,,free
956,floradanica_0956.tif,Lichen Hypnorum Vahl.,1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Lecanora Hypnorum (Hffm.) Ach.,,,,free
957,floradanica_0957.tif,Lichen stellaris L. / Lichen stellaris var. [beta],1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Physcia stellaris (L.) Nyl.,,,,free
958,floradanica_0958.tif,Lichen fahlunensis L.,1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Cetraria fahlunensis (L.) Schär.,,,,free
959,floradanica_0959.tif,Lichen calicaris Vahl. / Lichen scopulorum Retz.,1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Ramalina scopulorum (Retz.) Ach.,,,,free
960,floradanica_0960.tif,Lichen globiferus L.,1787,M. Vahl,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 16,,Sphaerophorum coralloides Ach.,,,,free
961,floradanica_0961.tif,Aira alpina Vahl,1790,M. Vahl,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 17,Poaceae,Vahlodea atropurpurea (Wahlenb.) Fries ex Hartman,Rypebunke,Græsfamilien,,free
